resume_text,skills,education,certifications,experience_years,job_title_similarity,label
"Experienced in Java, Cybersecurity, and Project Management. Holds a High School degree. Certified in Google Data Analytics. 5 years of experience.","Python, Marketing, Machine Learning, Cybersecurity",Bachelor's,AWS Certified,11,0.29,1
"Experienced in Java, Java, and Java. Holds a High School degree. Certified in None. 5 years of experience.","Project Management, Cloud Computing, Cybersecurity",Master's,AWS Certified,13,0.4,1
"Experienced in Machine Learning, Python, and Cybersecurity. Holds a High School degree. Certified in Google Data Analytics. 3 years of experience.","Marketing, SQL",Bachelor's,PMP,1,0.82,0
"Experienced in Marketing, Cybersecurity, and Marketing. Holds a High School degree. Certified in AWS Certified. 7 years of experience.","Cloud Computing, SQL",Bachelor's,PMP,14,0.76,0
"Experienced in Data Analysis, Deep Learning, and Cloud Computing. Holds a Bachelor's degree. Certified in Google Data Analytics. 9 years of experience.","Cybersecurity, Marketing",High School,Google Data Analytics,11,0.44,1
"Experienced in Python, Marketing, and Java. Holds a Bachelor's degree. Certified in AWS Certified. 8 years of experience.","Data Analysis, Marketing",PhD,Google Data Analytics,19,0.46,1
"Experienced in Python, Data Analysis, and Marketing. Holds a Bachelor's degree. Certified in AWS Certified. 4 years of experience.","Cloud Computing, Java",Bachelor's,None,8,0.45,1
"Experienced in Cloud Computing, Deep Learning, and Cybersecurity. Holds a Master's degree. Certified in None. 2 years of experience.","Machine Learning, Java",PhD,PMP,5,0.33,0
"Experienced in Machine Learning, Cloud Computing, and SQL. Holds a High School degree. Certified in PMP. 13 years of experience.","Data Analysis, Deep Learning, SQL",Master's,PMP,13,0.53,1
"Experienced in Project Management, Machine Learning, and Data Analysis. Holds a Master's degree. Certified in Google Data Analytics. 15 years of experience.","Cloud Computing, Marketing, Data Analysis, Machine Learning",Bachelor's,Google Data Analytics,2,0.89,1
"Experienced in Machine Learning, Cybersecurity, and Cybersecurity. Holds a High School degree. Certified in AWS Certified. 13 years of experience.","Marketing, Project Management",Master's,Certified Ethical Hacker,12,0.29,1
"Experienced in Marketing, Java, and Marketing. Holds a PhD degree. Certified in Certified Ethical Hacker. 4 years of experience.","SQL, Python, Deep Learning, Cloud Computing",Bachelor's,AWS Certified,20,0.48,1
"Experienced in Java, SQL, and Deep Learning. Holds a High School degree. Certified in Certified Ethical Hacker. 4 years of experience.","Marketing, Java",Bachelor's,None,7,0.29,1
"Experienced in SQL, Cloud Computing, and Cloud Computing. Holds a Master's degree. Certified in None. 15 years of experience.","Cloud Computing, Java",PhD,AWS Certified,9,0.29,0
"Experienced in Marketing, Project Management, and Cybersecurity. Holds a High School degree. Certified in Certified Ethical Hacker. 1 years of experience.","Data Analysis, Java, Deep Learning",Master's,Certified Ethical Hacker,10,0.38,1
"Experienced in Deep Learning, Machine Learning, and Cybersecurity. Holds a Bachelor's degree. Certified in Certified Ethical Hacker. 13 years of experience.","Cybersecurity, SQL, Marketing, Java",PhD,None,15,0.33,0
"Experienced in SQL, Project Management, and Marketing. Holds a Master's degree. Certified in AWS Certified. 1 years of experience.","Machine Learning, SQL, Java, Marketing",Master's,None,9,0.61,1
"Experienced in Project Management, Cloud Computing, and Marketing. Holds a High School degree. Certified in Google Data Analytics. 8 years of experience.","Cybersecurity, Deep Learning, Marketing, Data Analysis",Master's,Certified Ethical Hacker,0,0.77,1
"Experienced in Java, Data Analysis, and Deep Learning. Holds a PhD degree. Certified in AWS Certified. 1 years of experience.","Python, Machine Learning",PhD,Certified Ethical Hacker,8,0.76,0
"Experienced in Project Management, Cloud Computing, and Java. Holds a PhD degree. Certified in PMP. 15 years of experience.","Cybersecurity, Cloud Computing, Deep Learning, Marketing",Master's,Google Data Analytics,6,0.25,1
"Experienced in Java, Cybersecurity, and Data Analysis. Holds a Master's degree. Certified in AWS Certified. 11 years of experience.","Machine Learning, Data Analysis, SQL, Deep Learning",PhD,PMP,14,0.37,0
"Experienced in Project Management, Machine Learning, and Marketing. Holds a High School degree. Certified in Certified Ethical Hacker. 3 years of experience.","Cybersecurity, Marketing, Data Analysis, Cloud Computing",Bachelor's,AWS Certified,0,0.49,1
"Experienced in Cloud Computing, Data Analysis, and Cloud Computing. Holds a Bachelor's degree. Certified in AWS Certified. 7 years of experience.","Project Management, Data Analysis, Marketing, Java",Bachelor's,PMP,17,0.4,1
"Experienced in Java, Project Management, and Python. Holds a Bachelor's degree. Certified in Certified Ethical Hacker. 1 years of experience.","Data Analysis, Machine Learning",Master's,AWS Certified,17,0.42,0
"Experienced in Machine Learning, Java, and Cloud Computing. Holds a PhD degree. Certified in AWS Certified. 11 years of experience.","Cybersecurity, Cloud Computing, Project Management, Python",Master's,None,18,0.29,0
"Experienced in Java, Marketing, and Cloud Computing. Holds a PhD degree. Certified in None. 12 years of experience.","Cloud Computing, Data Analysis, Marketing",PhD,Certified Ethical Hacker,0,0.85,0
"Experienced in Data Analysis, Java, and Machine Learning. Holds a High School degree. Certified in PMP. 8 years of experience.","Cloud Computing, Machine Learning",PhD,None,12,0.65,1
"Experienced in Marketing, Deep Learning, and Project Management. Holds a Bachelor's degree. Certified in None. 8 years of experience.","Machine Learning, Python",PhD,AWS Certified,1,0.21,1
"Experienced in Machine Learning, Java, and Cloud Computing. Holds a PhD degree. Certified in AWS Certified. 14 years of experience.","Machine Learning, Cybersecurity, Python",High School,PMP,10,0.88,1
"Experienced in Data Analysis, Project Management, and Marketing. Holds a Master's degree. Certified in AWS Certified. 12 years of experience.","Project Management, Machine Learning, Java",PhD,AWS Certified,17,0.53,0
"Experienced in Project Management, Data Analysis, and Java. Holds a PhD degree. Certified in Google Data Analytics. 3 years of experience.","SQL, Cloud Computing, Cybersecurity, Data Analysis",PhD,None,17,0.58,0
"Experienced in Cybersecurity, Project Management, and Machine Learning. Holds a PhD degree. Certified in Google Data Analytics. 12 years of experience.","Marketing, Python, Java, Cloud Computing",Bachelor's,Certified Ethical Hacker,8,0.87,1
"Experienced in SQL, SQL, and Java. Holds a PhD degree. Certified in PMP. 4 years of experience.","Data Analysis, Cybersecurity",Bachelor's,AWS Certified,11,0.21,1
"Experienced in Java, Cybersecurity, and Machine Learning. Holds a Bachelor's degree. Certified in Google Data Analytics. 15 years of experience.","SQL, Java",High School,Google Data Analytics,10,0.33,1
"Experienced in Cybersecurity, Cybersecurity, and Deep Learning. Holds a High School degree. Certified in Google Data Analytics. 1 years of experience.","Python, Machine Learning",High School,Google Data Analytics,1,0.47,1
"Experienced in Python, Project Management, and Cloud Computing. Holds a Bachelor's degree. Certified in Certified Ethical Hacker. 12 years of experience.","Java, Machine Learning, Data Analysis, Marketing",Bachelor's,None,13,0.82,0
"Experienced in Deep Learning, Marketing, and Machine Learning. Holds a Master's degree. Certified in None. 9 years of experience.","Machine Learning, Cloud Computing",High School,PMP,6,0.5,1
"Experienced in Cloud Computing, Java, and SQL. Holds a PhD degree. Certified in None. 14 years of experience.","Cybersecurity, Deep Learning, Project Management",Bachelor's,Google Data Analytics,8,0.42,1
"Experienced in Data Analysis, Data Analysis, and Marketing. Holds a PhD degree. Certified in Google Data Analytics. 8 years of experience.","Python, Project Management, Java",PhD,Google Data Analytics,19,0.81,0
"Experienced in Marketing, Data Analysis, and Machine Learning. Holds a Bachelor's degree. Certified in Google Data Analytics. 2 years of experience.","Data Analysis, Machine Learning, Cloud Computing",Bachelor's,PMP,12,0.2,0
"Experienced in SQL, Project Management, and Python. Holds a Bachelor's degree. Certified in Certified Ethical Hacker. 5 years of experience.","SQL, Deep Learning",PhD,PMP,13,0.58,1
"Experienced in SQL, Java, and Project Management. Holds a High School degree. Certified in Certified Ethical Hacker. 4 years of experience.","Marketing, Data Analysis, Python, Cloud Computing",High School,Certified Ethical Hacker,12,0.28,0
"Experienced in Machine Learning, Project Management, and Data Analysis. Holds a PhD degree. Certified in Certified Ethical Hacker. 13 years of experience.","Deep Learning, Cybersecurity, Machine Learning, Cloud Computing",Bachelor's,None,2,0.46,0
"Experienced in Cloud Computing, Marketing, and Project Management. Holds a Master's degree. Certified in PMP. 7 years of experience.","Data Analysis, Machine Learning",High School,Certified Ethical Hacker,16,0.69,1
"Experienced in Cloud Computing, Marketing, and Cybersecurity. Holds a PhD degree. Certified in PMP. 8 years of experience.","Java, Cybersecurity, Deep Learning",High School,PMP,0,0.79,1
"Experienced in Marketing, Data Analysis, and Data Analysis. Holds a High School degree. Certified in PMP. 5 years of experience.","Python, Java, SQL, Data Analysis",PhD,None,0,0.6,0
"Experienced in Marketing, Java, and Cybersecurity. Holds a Master's degree. Certified in AWS Certified. 8 years of experience.","Machine Learning, Deep Learning, SQL, Cybersecurity",PhD,Google Data Analytics,7,0.85,0
"Experienced in Cybersecurity, Python, and Cloud Computing. Holds a High School degree. Certified in PMP. 3 years of experience.","Cloud Computing, Data Analysis, Marketing, SQL",PhD,None,20,0.86,0
"Experienced in Marketing, Cloud Computing, and Data Analysis. Holds a PhD degree. Certified in Google Data Analytics. 12 years of experience.","Cloud Computing, SQL",Bachelor's,Certified Ethical Hacker,1,0.62,0
"Experienced in Marketing, Cloud Computing, and Deep Learning. Holds a High School degree. Certified in Certified Ethical Hacker. 2 years of experience.","Python, Machine Learning, Cloud Computing, Java",Master's,Google Data Analytics,15,0.89,0
"Experienced in Marketing, Machine Learning, and Cloud Computing. Holds a PhD degree. Certified in AWS Certified. 13 years of experience.","Data Analysis, SQL",PhD,Google Data Analytics,11,0.49,0
"Experienced in Deep Learning, Python, and Project Management. Holds a PhD degree. Certified in PMP. 5 years of experience.","Machine Learning, Python, Data Analysis, Deep Learning",High School,None,19,0.24,0
"Experienced in Marketing, Python, and Data Analysis. Holds a Master's degree. Certified in Certified Ethical Hacker. 15 years of experience.","Deep Learning, Project Management, Cybersecurity, SQL",Bachelor's,AWS Certified,12,0.28,0
"Experienced in Deep Learning, Cybersecurity, and Deep Learning. Holds a High School degree. Certified in None. 3 years of experience.","Python, Machine Learning, Data Analysis, Marketing",Master's,Certified Ethical Hacker,10,0.74,1
"Experienced in SQL, Cybersecurity, and SQL. Holds a Master's degree. Certified in Google Data Analytics. 14 years of experience.","Python, Marketing, Java",PhD,None,9,0.45,1
"Experienced in Python, Java, and Cloud Computing. Holds a Bachelor's degree. Certified in Certified Ethical Hacker. 13 years of experience.","Data Analysis, Marketing, SQL, Project Management",Master's,Google Data Analytics,16,0.78,1
"Experienced in Project Management, Java, and Project Management. Holds a High School degree. Certified in Google Data Analytics. 1 years of experience.","Marketing, Deep Learning",High School,Google Data Analytics,8,0.53,0
"Experienced in Data Analysis, Data Analysis, and Deep Learning. Holds a Bachelor's degree. Certified in AWS Certified. 3 years of experience.","Data Analysis, Machine Learning, Marketing",High School,Google Data Analytics,12,0.64,1
"Experienced in Machine Learning, Cybersecurity, and Cloud Computing. Holds a Bachelor's degree. Certified in Google Data Analytics. 15 years of experience.","Machine Learning, Java, Cybersecurity, Deep Learning",Bachelor's,AWS Certified,5,0.83,0
"Experienced in Cybersecurity, SQL, and Machine Learning. Holds a High School degree. Certified in PMP. 3 years of experience.","Cloud Computing, Cybersecurity, Project Management",PhD,PMP,20,0.38,0
"Experienced in Deep Learning, Project Management, and SQL. Holds a High School degree. Certified in Google Data Analytics. 8 years of experience.","Machine Learning, Cybersecurity, Project Management, Data Analysis",PhD,None,15,0.57,1
"Experienced in Data Analysis, Deep Learning, and Marketing. Holds a Bachelor's degree. Certified in AWS Certified. 8 years of experience.","Python, Data Analysis, Cloud Computing, Cybersecurity",PhD,PMP,9,0.73,0
"Experienced in SQL, Deep Learning, and Deep Learning. Holds a Master's degree. Certified in Certified Ethical Hacker. 15 years of experience.","Machine Learning, Deep Learning, Python",High School,AWS Certified,10,0.62,0
"Experienced in Marketing, Machine Learning, and Java. Holds a Bachelor's degree. Certified in PMP. 13 years of experience.","Java, Marketing, Python",Bachelor's,None,18,0.43,1
"Experienced in SQL, Data Analysis, and Java. Holds a Bachelor's degree. Certified in Google Data Analytics. 8 years of experience.","Marketing, SQL",Master's,Certified Ethical Hacker,10,0.73,0
"Experienced in Cloud Computing, Data Analysis, and Python. Holds a Master's degree. Certified in AWS Certified. 15 years of experience.","Cloud Computing, Python",PhD,Certified Ethical Hacker,5,0.89,0
"Experienced in Java, Project Management, and Python. Holds a PhD degree. Certified in Google Data Analytics. 5 years of experience.","Cybersecurity, Data Analysis",Master's,None,10,0.23,0
"Experienced in Cybersecurity, Marketing, and Data Analysis. Holds a High School degree. Certified in Certified Ethical Hacker. 1 years of experience.","Cybersecurity, Project Management, Python, Java",Bachelor's,AWS Certified,20,0.48,1
"Experienced in Python, Cloud Computing, and Java. Holds a Master's degree. Certified in AWS Certified. 10 years of experience.","Cybersecurity, Data Analysis",PhD,Certified Ethical Hacker,2,0.48,0
"Experienced in SQL, SQL, and Deep Learning. Holds a High School degree. Certified in AWS Certified. 15 years of experience.","Deep Learning, Data Analysis, Project Management",PhD,Google Data Analytics,19,0.27,0
"Experienced in Python, Project Management, and Marketing. Holds a PhD degree. Certified in Google Data Analytics. 15 years of experience.","Cloud Computing, SQL, Marketing",Master's,PMP,14,0.79,0
"Experienced in Java, Cybersecurity, and Cloud Computing. Holds a Bachelor's degree. Certified in PMP. 6 years of experience.","Project Management, Marketing, Java, Deep Learning",PhD,PMP,10,0.53,1
"Experienced in SQL, SQL, and Java. Holds a PhD degree. Certified in AWS Certified. 15 years of experience.","SQL, Machine Learning, Data Analysis",High School,PMP,19,0.35,1
"Experienced in Data Analysis, Project Management, and Project Management. Holds a Bachelor's degree. Certified in None. 13 years of experience.","Data Analysis, Cybersecurity, Python, Machine Learning",Master's,Google Data Analytics,20,0.72,0
"Experienced in Marketing, Python, and Marketing. Holds a Master's degree. Certified in Google Data Analytics. 6 years of experience.","Machine Learning, Cybersecurity, Python",Bachelor's,Google Data Analytics,12,0.44,0
"Experienced in Machine Learning, Cybersecurity, and Cloud Computing. Holds a Bachelor's degree. Certified in None. 15 years of experience.","Project Management, Marketing, Cybersecurity, Python",Master's,None,0,0.8,1
"Experienced in Machine Learning, Machine Learning, and Machine Learning. Holds a Master's degree. Certified in Google Data Analytics. 11 years of experience.","SQL, Python, Cloud Computing, Deep Learning",Bachelor's,None,5,0.31,1
"Experienced in Deep Learning, Cybersecurity, and Cloud Computing. Holds a Master's degree. Certified in Certified Ethical Hacker. 1 years of experience.","Machine Learning, Cloud Computing, Java, Python",High School,None,17,0.79,0
"Experienced in Cloud Computing, Python, and Data Analysis. Holds a High School degree. Certified in AWS Certified. 1 years of experience.","Data Analysis, SQL, Marketing, Cybersecurity",Master's,None,5,0.7,1
"Experienced in Java, Project Management, and Cloud Computing. Holds a PhD degree. Certified in AWS Certified. 7 years of experience.","Cloud Computing, Project Management",PhD,AWS Certified,17,0.59,0
"Experienced in Python, Cybersecurity, and Cybersecurity. Holds a High School degree. Certified in PMP. 11 years of experience.","Cybersecurity, Python, Machine Learning",PhD,AWS Certified,18,0.46,1
"Experienced in Marketing, SQL, and Data Analysis. Holds a Master's degree. Certified in None. 3 years of experience.","Data Analysis, SQL, Python",PhD,None,9,0.61,1
"Experienced in SQL, Marketing, and Data Analysis. Holds a Bachelor's degree. Certified in Certified Ethical Hacker. 6 years of experience.","Cloud Computing, Data Analysis, Deep Learning",Bachelor's,Google Data Analytics,13,0.81,0
"Experienced in Cybersecurity, Machine Learning, and Project Management. Holds a PhD degree. Certified in PMP. 10 years of experience.","Python, Marketing, Cloud Computing",Bachelor's,AWS Certified,13,0.47,0
"Experienced in Deep Learning, Python, and Deep Learning. Holds a High School degree. Certified in None. 10 years of experience.","Marketing, Project Management",PhD,Certified Ethical Hacker,4,0.68,1
"Experienced in Machine Learning, Cybersecurity, and Deep Learning. Holds a Bachelor's degree. Certified in Certified Ethical Hacker. 6 years of experience.","Project Management, Cybersecurity",High School,Certified Ethical Hacker,11,0.8,0
"Experienced in Cybersecurity, Project Management, and Java. Holds a PhD degree. Certified in PMP. 13 years of experience.","Cybersecurity, Data Analysis, Python, Marketing",PhD,None,1,0.69,1
"Experienced in Cloud Computing, SQL, and Cybersecurity. Holds a PhD degree. Certified in Google Data Analytics. 6 years of experience.","Data Analysis, Deep Learning, SQL, Machine Learning",High School,Certified Ethical Hacker,15,0.87,1
"Experienced in Cloud Computing, Python, and Deep Learning. Holds a Bachelor's degree. Certified in None. 1 years of experience.","Machine Learning, Data Analysis, Cybersecurity, Marketing",Bachelor's,AWS Certified,11,0.37,0
"Experienced in Python, Cloud Computing, and Python. Holds a Bachelor's degree. Certified in PMP. 4 years of experience.","Machine Learning, Cybersecurity, Java",High School,PMP,14,0.25,0
"Experienced in Python, Project Management, and Deep Learning. Holds a High School degree. Certified in AWS Certified. 6 years of experience.","Deep Learning, Marketing",PhD,Certified Ethical Hacker,18,0.44,0
"Experienced in Data Analysis, Marketing, and Java. Holds a High School degree. Certified in Certified Ethical Hacker. 8 years of experience.","Python, Cloud Computing, Deep Learning, Cybersecurity",Bachelor's,PMP,1,0.7,0
"Experienced in Project Management, Cloud Computing, and Deep Learning. Holds a Master's degree. Certified in PMP. 6 years of experience.","Machine Learning, Deep Learning, Data Analysis, Project Management",Master's,AWS Certified,11,0.67,1
"Experienced in Cybersecurity, Machine Learning, and Cybersecurity. Holds a Bachelor's degree. Certified in AWS Certified. 4 years of experience.","Python, Data Analysis",PhD,PMP,10,0.84,0
"Experienced in Cloud Computing, Marketing, and Data Analysis. Holds a Bachelor's degree. Certified in PMP. 13 years of experience.","Project Management, SQL",Bachelor's,None,8,0.26,0
"Experienced in Deep Learning, Marketing, and Machine Learning. Holds a PhD degree. Certified in AWS Certified. 1 years of experience.","Machine Learning, Project Management, SQL, Java",Master's,AWS Certified,13,0.54,0
"Experienced in Deep Learning, Python, and Data Analysis. Holds a Bachelor's degree. Certified in None. 14 years of experience.","Project Management, Cloud Computing, Java",High School,Google Data Analytics,5,0.26,0
"Experienced in SQL, Cybersecurity, and Deep Learning. Holds a High School degree. Certified in AWS Certified. 4 years of experience.","Python, Machine Learning",PhD,AWS Certified,14,0.74,0
"Experienced in Cloud Computing, Cybersecurity, and Python. Holds a Bachelor's degree. Certified in Certified Ethical Hacker. 6 years of experience.","Cloud Computing, Project Management, SQL",Bachelor's,Google Data Analytics,13,0.7,0
"Experienced in Java, Machine Learning, and Data Analysis. Holds a Master's degree. Certified in Google Data Analytics. 2 years of experience.","Java, Marketing, Deep Learning, Cybersecurity",Bachelor's,PMP,11,0.66,1
"Experienced in SQL, Cybersecurity, and Machine Learning. Holds a PhD degree. Certified in Google Data Analytics. 15 years of experience.","Python, SQL, Cybersecurity, Project Management",PhD,PMP,2,0.84,0
"Experienced in Python, Machine Learning, and Project Management. Holds a High School degree. Certified in Google Data Analytics. 7 years of experience.","SQL, Cybersecurity, Deep Learning, Data Analysis",Bachelor's,AWS Certified,12,0.61,1
"Experienced in Java, Java, and Project Management. Holds a High School degree. Certified in Google Data Analytics. 9 years of experience.","Data Analysis, Python, Machine Learning, Cybersecurity",Master's,Certified Ethical Hacker,7,0.29,0
"Experienced in Python, Cybersecurity, and Deep Learning. Holds a Master's degree. Certified in None. 4 years of experience.","Project Management, SQL, Data Analysis",High School,Certified Ethical Hacker,9,0.69,1
"Experienced in Data Analysis, Marketing, and Machine Learning. Holds a Master's degree. Certified in Certified Ethical Hacker. 5 years of experience.","Machine Learning, Project Management, Python, Deep Learning",Master's,None,18,0.84,0
"Experienced in Project Management, Cybersecurity, and Java. Holds a High School degree. Certified in AWS Certified. 5 years of experience.","Python, Project Management, Java",Master's,AWS Certified,4,0.71,0
"Experienced in Cybersecurity, Cybersecurity, and SQL. Holds a High School degree. Certified in PMP. 14 years of experience.","Marketing, Deep Learning, Python, Data Analysis",Bachelor's,None,3,0.67,0
"Experienced in Cybersecurity, Java, and Marketing. Holds a PhD degree. Certified in Certified Ethical Hacker. 10 years of experience.","Python, Java, Cloud Computing",PhD,PMP,1,0.42,0
"Experienced in Deep Learning, Data Analysis, and Python. Holds a Master's degree. Certified in Certified Ethical Hacker. 11 years of experience.","Java, Marketing, Project Management, Deep Learning",High School,Certified Ethical Hacker,9,0.6,1
"Experienced in SQL, Python, and Marketing. Holds a PhD degree. Certified in Google Data Analytics. 6 years of experience.","SQL, Java",PhD,Certified Ethical Hacker,9,0.27,1
"Experienced in Machine Learning, Python, and Cloud Computing. Holds a High School degree. Certified in Certified Ethical Hacker. 4 years of experience.","Project Management, Deep Learning",Master's,Google Data Analytics,17,0.32,1
"Experienced in Deep Learning, Data Analysis, and Data Analysis. Holds a Master's degree. Certified in None. 14 years of experience.","Cybersecurity, Cloud Computing",Bachelor's,Google Data Analytics,10,0.55,1
"Experienced in Java, Marketing, and SQL. Holds a High School degree. Certified in Google Data Analytics. 6 years of experience.","Data Analysis, Cybersecurity, Machine Learning",High School,AWS Certified,11,0.75,0
"Experienced in Project Management, Project Management, and Project Management. Holds a Bachelor's degree. Certified in Google Data Analytics. 8 years of experience.","Marketing, Data Analysis",Bachelor's,Certified Ethical Hacker,9,0.87,1
"Experienced in Data Analysis, Cybersecurity, and Cloud Computing. Holds a Bachelor's degree. Certified in Certified Ethical Hacker. 7 years of experience.","Marketing, Cybersecurity",PhD,Certified Ethical Hacker,2,0.44,0
"Experienced in Data Analysis, SQL, and Marketing. Holds a Bachelor's degree. Certified in Certified Ethical Hacker. 15 years of experience.","Project Management, Marketing",PhD,PMP,5,0.83,1
"Experienced in Java, Marketing, and Cloud Computing. Holds a High School degree. Certified in Google Data Analytics. 11 years of experience.","Python, SQL",Bachelor's,Certified Ethical Hacker,17,0.69,1
"Experienced in Machine Learning, Deep Learning, and Cybersecurity. Holds a High School degree. Certified in PMP. 1 years of experience.","Machine Learning, SQL",High School,PMP,15,0.85,1
"Experienced in SQL, Cloud Computing, and Cloud Computing. Holds a PhD degree. Certified in Certified Ethical Hacker. 15 years of experience.","Python, Java, Data Analysis",Bachelor's,None,20,0.59,1
"Experienced in Cloud Computing, Cloud Computing, and Cybersecurity. Holds a Bachelor's degree. Certified in None. 6 years of experience.","Project Management, Marketing",Master's,Certified Ethical Hacker,0,0.7,1
"Experienced in Python, Python, and Marketing. Holds a Master's degree. Certified in PMP. 9 years of experience.","Deep Learning, Marketing, Java",High School,Google Data Analytics,14,0.21,1
"Experienced in Marketing, Java, and SQL. Holds a High School degree. Certified in Certified Ethical Hacker. 10 years of experience.","Java, Cybersecurity",PhD,None,20,0.83,1
"Experienced in SQL, Marketing, and Marketing. Holds a Bachelor's degree. Certified in AWS Certified. 11 years of experience.","Data Analysis, Python, Cybersecurity, Project Management",Bachelor's,PMP,6,0.25,0
"Experienced in Cybersecurity, SQL, and SQL. Holds a PhD degree. Certified in Certified Ethical Hacker. 15 years of experience.","Python, Machine Learning, Data Analysis, SQL",High School,AWS Certified,19,0.44,0
"Experienced in Cloud Computing, Cloud Computing, and Cybersecurity. Holds a Master's degree. Certified in AWS Certified. 8 years of experience.","Machine Learning, Data Analysis, Deep Learning",Master's,PMP,1,0.83,0
"Experienced in Cloud Computing, SQL, and Deep Learning. Holds a PhD degree. Certified in None. 1 years of experience.","Deep Learning, Data Analysis",PhD,PMP,16,0.84,1
"Experienced in Deep Learning, Project Management, and Data Analysis. Holds a Bachelor's degree. Certified in PMP. 9 years of experience.","Deep Learning, Python",Bachelor's,AWS Certified,1,0.53,0
"Experienced in Deep Learning, Java, and Cybersecurity. Holds a Master's degree. Certified in None. 10 years of experience.","Python, Cybersecurity, Machine Learning, Cloud Computing",Master's,PMP,14,0.38,0
"Experienced in Project Management, Deep Learning, and Machine Learning. Holds a PhD degree. Certified in Certified Ethical Hacker. 13 years of experience.","Deep Learning, Cybersecurity, Data Analysis, Cloud Computing",Master's,None,3,0.35,1
"Experienced in Project Management, Marketing, and Deep Learning. Holds a PhD degree. Certified in Certified Ethical Hacker. 5 years of experience.","Data Analysis, Cybersecurity, Machine Learning",Bachelor's,AWS Certified,15,0.55,0
"Experienced in Marketing, Project Management, and Cybersecurity. Holds a High School degree. Certified in None. 9 years of experience.","Java, Deep Learning",Bachelor's,PMP,17,0.51,0
"Experienced in Marketing, Cloud Computing, and Project Management. Holds a Master's degree. Certified in PMP. 8 years of experience.","Machine Learning, Marketing",Master's,Certified Ethical Hacker,14,0.81,0
"Experienced in Deep Learning, Data Analysis, and Project Management. Holds a Bachelor's degree. Certified in PMP. 9 years of experience.","Project Management, Marketing, Java, Cybersecurity",High School,None,20,0.47,0
"Experienced in Python, Java, and Machine Learning. Holds a Master's degree. Certified in PMP. 14 years of experience.","Cybersecurity, SQL, Python",Master's,Certified Ethical Hacker,13,0.25,0
"Experienced in Cloud Computing, Python, and Project Management. Holds a Bachelor's degree. Certified in None. 7 years of experience.","SQL, Deep Learning, Cybersecurity",High School,Certified Ethical Hacker,3,0.32,1
"Experienced in Project Management, Python, and Deep Learning. Holds a Master's degree. Certified in PMP. 11 years of experience.","Deep Learning, Java, SQL",PhD,PMP,19,0.87,1
"Experienced in Data Analysis, Data Analysis, and Data Analysis. Holds a PhD degree. Certified in None. 15 years of experience.","Deep Learning, Project Management",Bachelor's,None,8,0.76,0
"Experienced in Cloud Computing, Project Management, and Marketing. Holds a Bachelor's degree. Certified in None. 3 years of experience.","Cybersecurity, Java, Deep Learning",High School,PMP,1,0.66,0
"Experienced in Cybersecurity, Python, and Project Management. Holds a High School degree. Certified in AWS Certified. 15 years of experience.","Java, Marketing, Cybersecurity, Data Analysis",High School,AWS Certified,3,0.43,0
"Experienced in Data Analysis, Project Management, and Cloud Computing. Holds a High School degree. Certified in Google Data Analytics. 11 years of experience.","Machine Learning, Java, Cybersecurity",Master's,None,0,0.51,0
"Experienced in Project Management, Cybersecurity, and Project Management. Holds a Master's degree. Certified in Google Data Analytics. 3 years of experience.","Java, Cybersecurity, Machine Learning, Data Analysis",Master's,Google Data Analytics,1,0.27,0
"Experienced in Deep Learning, Project Management, and Java. Holds a Master's degree. Certified in Google Data Analytics. 13 years of experience.","Java, Python",Master's,None,10,0.54,0
"Experienced in Marketing, Marketing, and Data Analysis. Holds a Master's degree. Certified in None. 14 years of experience.","SQL, Project Management",Master's,None,14,0.7,0
"Experienced in Deep Learning, Python, and Marketing. Holds a Master's degree. Certified in Google Data Analytics. 4 years of experience.","Marketing, Cybersecurity, SQL, Data Analysis",Bachelor's,Google Data Analytics,19,0.9,1
"Experienced in Cloud Computing, Project Management, and Python. Holds a High School degree. Certified in PMP. 10 years of experience.","Data Analysis, Python",Bachelor's,Google Data Analytics,2,0.53,1
"Experienced in Machine Learning, Cybersecurity, and Python. Holds a Master's degree. Certified in Certified Ethical Hacker. 1 years of experience.","Deep Learning, Cybersecurity, Cloud Computing, Data Analysis",Bachelor's,None,9,0.89,0
"Experienced in Cloud Computing, SQL, and Data Analysis. Holds a PhD degree. Certified in None. 13 years of experience.","Project Management, Marketing, Cybersecurity, Python",Bachelor's,Certified Ethical Hacker,6,0.23,1
"Experienced in Data Analysis, Python, and Data Analysis. Holds a PhD degree. Certified in PMP. 11 years of experience.","Cloud Computing, SQL",High School,PMP,14,0.55,0
"Experienced in Deep Learning, Deep Learning, and Project Management. Holds a High School degree. Certified in Certified Ethical Hacker. 10 years of experience.","SQL, Project Management",PhD,AWS Certified,12,0.84,1
"Experienced in SQL, Java, and Python. Holds a PhD degree. Certified in AWS Certified. 2 years of experience.","Python, Deep Learning",Master's,PMP,1,0.22,1
"Experienced in Cloud Computing, Cloud Computing, and Marketing. Holds a Bachelor's degree. Certified in Certified Ethical Hacker. 13 years of experience.","Java, Deep Learning, Marketing, Machine Learning",Master's,AWS Certified,5,0.41,0
"Experienced in Cybersecurity, Marketing, and Cybersecurity. Holds a Bachelor's degree. Certified in None. 7 years of experience.","Marketing, Java, Machine Learning",Bachelor's,None,0,0.38,0
